"id","parent_id","name","fullname","parent_name","name_ru","name_en"
1655,124,"Camper","","Volkswagen","Camper",NULL
1656,124,"Caravelle","","Volkswagen","Caravelle",NULL
1657,124,"Corrado","","Volkswagen","Corrado",NULL
1658,124,"Country Buggy","","Volkswagen","Country Buggy",NULL
1659,124,"Crafter","","Volkswagen","Crafter",NULL
1660,124,"EOS","","Volkswagen","EOS",NULL
1661,124,"EuroVan","","Volkswagen","EuroVan",NULL
1662,124,"Fox","","Volkswagen","Fox",NULL
1663,124,"Gol","","Volkswagen","Gol",NULL
1664,124,"Golf","","Volkswagen","Golf",NULL
1665,124,"Golf Plus","","Volkswagen","Golf Plus",NULL
1666,124,"Iltis","","Volkswagen","Iltis",NULL
1667,124,"Jetta","","Volkswagen","Jetta",NULL
1668,124,"Kaefer","","Volkswagen","Kaefer",NULL
1669,124,"LT","","Volkswagen","LT",NULL
1670,124,"Lupo","","Volkswagen","Lupo",NULL
1671,124,"Multivan","","Volkswagen","Multivan",NULL
1672,124,"NEW Beetle","","Volkswagen","NEW Beetle",NULL
1673,124,"Parati","","Volkswagen","Parati",NULL
1674,124,"Passat","","Volkswagen","Passat",NULL
1675,124,"Passat CC","","Volkswagen","Passat CC",NULL
1676,124,"Phaeton","","Volkswagen","Phaeton",NULL
1677,124,"Pointer","","Volkswagen","Pointer",NULL
1678,124,"Polo","","Volkswagen","Polo",NULL
1679,124,"Quantum","","Volkswagen","Quantum",NULL
1680,124,"Santana","","Volkswagen","Santana",NULL
1681,124,"Scirocco","","Volkswagen","Scirocco",NULL
1682,124,"Sharan","","Volkswagen","Sharan",NULL
1683,124,"Taro","","Volkswagen","Taro",NULL
1684,124,"Tiguan","","Volkswagen","Tiguan",NULL
1685,124,"Touareg","","Volkswagen","Touareg",NULL
1686,124,"Touran","","Volkswagen","Touran",NULL
1687,124,"Transporter","","Volkswagen","Transporter",NULL
1688,124,"Vento","","Volkswagen","Vento",NULL
1689,125,"140","","Volvo","140",NULL
1690,125,"164","","Volvo","164",NULL
1691,125,"240","","Volvo","240",NULL
1692,125,"260","","Volvo","260",NULL
1693,125,"340","","Volvo","340",NULL
1694,125,"360","","Volvo","360",NULL
1695,125,"440","","Volvo","440",NULL
1696,125,"460","","Volvo","460",NULL
1697,125,"480","","Volvo","480",NULL
1698,125,"740","","Volvo","740",NULL
1699,125,"744","","Volvo","744",NULL
1700,125,"745","","Volvo","745",NULL
1701,125,"760","","Volvo","760",NULL
1702,125,"780","","Volvo","780",NULL
1703,125,"850","","Volvo","850",NULL
1704,125,"940","","Volvo","940",NULL
1705,125,"944","","Volvo","944",NULL
1706,125,"945","","Volvo","945",NULL
1707,125,"960","","Volvo","960",NULL
1708,125,"C30","","Volvo","C30",NULL
1709,125,"C70","","Volvo","C70",NULL
1710,125,"S40","","Volvo","S40",NULL
1711,125,"S60","","Volvo","S60",NULL
1712,125,"S70","","Volvo","S70",NULL
1713,125,"S80","","Volvo","S80",NULL
1714,125,"S90","","Volvo","S90",NULL
1715,125,"V40","","Volvo","V40",NULL
1716,125,"V50","","Volvo","V50",NULL
1717,125,"V70","","Volvo","V70",NULL
1718,125,"V90","","Volvo","V90",NULL
1719,125,"XC60","","Volvo","XC60",NULL
1720,125,"XC70","","Volvo","XC70",NULL
1721,125,"XC90","","Volvo","XC90",NULL
1722,126,"Estina","","Vortex","Estina",NULL
1723,127,"353","","Wartburg","353",NULL
1724,128,"Roadster","","Wiesmann","Roadster",NULL
1725,129,"Pickup X3","","Xin Kai","Pickup X3",NULL
1726,129,"SR-V X3","","Xin Kai","SR-V X3",NULL
1727,129,"SUV X3","","Xin Kai","SUV X3",NULL
1728,130,"Dragon","","Yzk","Dragon",NULL
1729,130,"Fine","","Yzk","Fine",NULL
1730,130,"Flying","","Yzk","Flying",NULL
1731,130,"Liebao","","Yzk","Liebao",NULL
1732,131,"Grand Tiger","","ZX","Grand Tiger",NULL
1733,131,"landmark","","ZX","landmark",NULL
1734,132,"1111","","¬¿«","1111",NULL
1735,132,"1922","","¬¿«","1922",NULL
1736,132,"2101","","¬¿«","2101",NULL
1737,132,"2102","","¬¿«","2102",NULL
1738,132,"2103","","¬¿«","2103",NULL
1739,132,"2104","","¬¿«","2104",NULL
1740,132,"2105","","¬¿«","2105",NULL
1741,132,"2106","","¬¿«","2106",NULL
1742,132,"2107","","¬¿«","2107",NULL
1743,132,"2108","","¬¿«","2108",NULL
1744,132,"2109","","¬¿«","2109",NULL
1745,132,"21099","","¬¿«","21099",NULL
1746,132,"2110","","¬¿«","2110",NULL
1747,132,"2111","","¬¿«","2111",NULL
1748,132,"2112","","¬¿«","2112",NULL
1749,132,"2113","","¬¿«","2113",NULL
1750,132,"2114","","¬¿«","2114",NULL
1751,132,"2115","","¬¿«","2115",NULL
1752,132,"2120","","¬¿«","2120",NULL
1753,132,"2121","","¬¿«","2121",NULL
1754,132,"2123","","¬¿«","2123",NULL
1755,132,"2129","","¬¿«","2129",NULL
1756,132,"2131","","¬¿«","2131",NULL
1757,132,"2328","","¬¿«","2328",NULL
1758,132,"2329","","¬¿«","2329",NULL
1759,132,"2345","","¬¿«","2345",NULL
1760,132,"2346","","¬¿«","2346",NULL
1761,132,"2347","","¬¿«","2347",NULL
1762,132,"2364","","¬¿«","2364",NULL
1763,132,"2723","","¬¿«","2723",NULL
1764,132,"Kalina","","¬¿«","Kalina",NULL
1765,132,"Priora","","¬¿«","Priora",NULL
1766,133,"¿‚ÚÓÍ‡Ï-2160","","¬ÂÎÚ‡","¿‚ÚÓÍ‡Ï-2160",NULL
1767,134,"12 / «»Ã","","√¿«","12 / «»Ã",NULL
1768,134,"13","","√¿«","13",NULL
1769,134,"14","","√¿«","14",NULL
1770,134,"17310","","√¿«","17310",NULL
1771,134,"21","","√¿«","21",NULL
1772,134,"22","","√¿«","22",NULL
1773,134,"2217","","√¿«","2217",NULL
1774,134,"22171","","√¿«","22171",NULL
1775,134,"2308","","√¿«","2308",NULL
1776,134,"2310","","√¿«","2310",NULL
1777,134,"2330","","√¿«","2330",NULL
1778,134,"24","","√¿«","24",NULL
1779,134,"24-10","","√¿«","24-10",NULL
1780,134,"2402","","√¿«","2402",NULL
1781,134,"2705","","√¿«","2705",NULL
1782,134,"2752","","√¿«","2752",NULL
1783,134,"3102","","√¿«","3102",NULL
1784,134,"3103","","√¿«","3103",NULL
1785,134,"3104","","√¿«","3104",NULL
1786,134,"3105","","√¿«","3105",NULL
1787,134,"3106","","√¿«","3106",NULL
1788,134,"3110","","√¿«","3110",NULL
1789,134,"31105","","√¿«","31105",NULL
1790,134,"3111","","√¿«","3111",NULL
1791,134,"3120","","√¿«","3120",NULL
1792,134,"3129","","√¿«","3129",NULL
1793,134,"3221","","√¿«","3221",NULL
1794,134,"3234","","√¿«","3234",NULL
1795,134,"3302","","√¿«","3302",NULL
1796,134,"3307","","√¿«","3307",NULL
1797,134,"3308","","√¿«","3308",NULL
1798,134,"3309","","√¿«","3309",NULL
1799,134,"3310","","√¿«","3310",NULL
1800,134,"52/53","","√¿«","52/53",NULL
1801,134,"66","","√¿«","66",NULL
1802,134,"67","","√¿«","67",NULL
1803,134,"69","","√¿«","69",NULL
1804,134,"M-1","","√¿«","M-1",NULL
1805,134,"M-20","","√¿«","M-20",NULL
1806,134,"Volga Siber","","√¿«","Volga Siber",NULL
1807,135,"762","","≈–¿«","762",NULL
1808,136,"1111","","—Â¿«","1111",NULL
1809,137,"1111",""," ¿Ã¿«","1111",NULL
1810,137,"43",""," ¿Ã¿«","43",NULL
1811,137,"53",""," ¿Ã¿«","53",NULL
1812,137,"54",""," ¿Ã¿«","54",NULL
1813,137,"55",""," ¿Ã¿«","55",NULL
1814,137,"65",""," ¿Ã¿«","65",NULL
1815,138,"965","","«¿«","965",NULL
1816,138,"966","","«¿«","966",NULL
1817,138,"968","","«¿«","968",NULL
1818,138,"968Ã","","«¿«","968Ã",NULL
1819,138,"Sens","","«¿«","Sens",NULL
1820,138,"“‡‚Ëˇ","","«¿«","“‡‚Ëˇ",NULL
1821,139,"114","","«»À","114",NULL
1822,139,"115","","«»À","115",NULL
1823,139,"117","","«»À","117",NULL
1824,139,"130","","«»À","130",NULL
1825,139,"4104","","«»À","4104",NULL
1826,139,"41047","","«»À","41047",NULL
1827,139,"4741","","«»À","4741",NULL
1828,139,"5301","","«»À","5301",NULL
1829,140,"2117","","»∆","2117",NULL
1830,140,"2125","","»∆","2125",NULL
1831,140,"2126 / Œ‰‡","","»∆","2126 / Œ‰‡",NULL
1832,140,"2715","","»∆","2715",NULL
1833,140,"2717","","»∆","2717",NULL
1834,140,"412","","»∆","412",NULL
1835,141,"1302","","À”¿«","1302",NULL
1836,141,"967","","À”¿«","967",NULL
1837,141,"967Ã","","À”¿«","967Ã",NULL
1838,141,"969","","À”¿«","969",NULL
1839,141,"969¿","","À”¿«","969¿",NULL
1840,141,"969¡","","À”¿«","969¡",NULL
1841,141,"969Ã","","À”¿«","969Ã",NULL
1842,142,"2125","","ÃÓÒÍ‚Ë˜","2125",NULL
1843,142,"2135","","ÃÓÒÍ‚Ë˜","2135",NULL
1844,142,"2137","","ÃÓÒÍ‚Ë˜","2137",NULL
1845,142,"2138","","ÃÓÒÍ‚Ë˜","2138",NULL
1846,142,"2140","","ÃÓÒÍ‚Ë˜","2140",NULL
1847,142,"2141","","ÃÓÒÍ‚Ë˜","2141",NULL
1848,142,"2901","","ÃÓÒÍ‚Ë˜","2901",NULL
1849,142,"400","","ÃÓÒÍ‚Ë˜","400",NULL
1850,142,"401","","ÃÓÒÍ‚Ë˜","401",NULL
1851,142,"402","","ÃÓÒÍ‚Ë˜","402",NULL
1852,142,"403","","ÃÓÒÍ‚Ë˜","403",NULL
1853,142,"407","","ÃÓÒÍ‚Ë˜","407",NULL
1854,142,"408","","ÃÓÒÍ‚Ë˜","408",NULL
1855,142,"410","","ÃÓÒÍ‚Ë˜","410",NULL
1856,142,"412","","ÃÓÒÍ‚Ë˜","412",NULL
1857,142,"426","","ÃÓÒÍ‚Ë˜","426",NULL
1858,142,"427","","ÃÓÒÍ‚Ë˜","427",NULL
1859,142," ÌˇÁ¸ ¬Î‡‰ËÏË","","ÃÓÒÍ‚Ë˜"," ÌˇÁ¸ ¬Î‡‰ËÏË",NULL
1860,142,"—‚ˇÚÓ„Ó","","ÃÓÒÍ‚Ë˜","—‚ˇÚÓ„Ó",NULL
1861,142,"ﬁËÈ ƒÓÎ„ÓÛÍËÈ","","ÃÓÒÍ‚Ë˜","ﬁËÈ ƒÓÎ„ÓÛÍËÈ",NULL
1862,143,"2206","","”¿«","2206",NULL
1863,143,"2362","","”¿«","2362",NULL
1864,143,"3150","","”¿«","3150",NULL
1865,143,"3151","","”¿«","3151",NULL
1866,143,"31512","","”¿«","31512",NULL
1867,143,"31514","","”¿«","31514",NULL
1868,143,"31519","","”¿«","31519",NULL
1869,143,"Hunter / 315195","","”¿«","Hunter / 315195",NULL
1870,143,"3153","","”¿«","3153",NULL
1871,143,"3159","","”¿«","3159",NULL
1872,143,"3160","","”¿«","3160",NULL
1873,143,"3162","","”¿«","3162",NULL
1874,143,"Patriot / 3163","","”¿«","Patriot / 3163",NULL
1875,143,"3165","","”¿«","3165",NULL
1876,143,"3303","","”¿«","3303",NULL
1877,143,"3309","","”¿«","3309",NULL
1878,143,"3741","","”¿«","3741",NULL
1879,143,"3909","","”¿«","3909",NULL
1880,143,"3962","","”¿«","3962",NULL
1881,143,"459","","”¿«","459",NULL
1882,143,"469","","”¿«","469",NULL
1883,132,"21093","","¬¿«","21093",NULL
1884,NULL,"Harley-Davidson","","","Harley-Davidson",NULL
1885,96,"Fluence","","Renault","Fluence",""
1886,124,"7 HC TRANSPORTER","","Volkswagen","7 HC TRANSPORTER",NULL
1889,88,"230GE","","PUCH","230GE",NULL
1891,143,"390995","","”¿«","390995",NULL
1892,143,"23632","","”¿«","23632",NULL
1893,10,"TT","","Audi","TT",NULL
1894,NULL,"Ã¿«","","","Ã¿«",NULL
1895,2267,"Maxus","","LVD","Maxus",NULL
1896,NULL,"œ¿«","","","œ¿«",NULL
1897,NULL,"NEW HOLLAND","","","NEW HOLLAND",NULL
1898,NULL,"¿Ã”–","","","¿Ã”–",NULL
1899,52,"ix35","","Hyundai","ix35",NULL
1900,10,"A8L","","Audi","A8L",NULL
1903,1884,"FLSTC","","Harley-Davidson","FLSTC",NULL
1904,58,"FX","","Jaguar","FX",NULL
1905,1884,"FAT BOY FLSTF/FLSTFI ","","Harley-Davidson","FAT BOY FLSTF/FLSTFI ",NULL
1906,1884,"VR (VRSCA)","","Harley-Davidson","VR (VRSCA)",NULL
1907,134,"√‡ÁÂÎ¸","","√¿«","√‡ÁÂÎ¸",NULL
1911,NULL,"LYNX","","","LYNX",NULL
1913,2271,"Ski-Doo Scandic WT 550 F ","","Bombardier","Ski-Doo Scandic WT 550 F ",NULL
1920,64,"Range Rover Vogue","","Land Rover","Range Rover Vogue",NULL
1922,1884,"FLHXI ","","Harley-Davidson","FLHXI ",NULL
1924,NULL,"CrowLine","","","CrowLine",NULL
1928,21,"Express G1","","Chevrolet","Express G1",NULL
1930,121,"Land Cruiser 120","","Toyota","Land Cruiser 120",NULL
1931,121,"Land Cruiser 100","","Toyota","Land Cruiser 100",NULL
1933,21,"Express G1500 ","","Chevrolet","Express G1500 ",NULL
1935,52,"SM","","Hyundai","SM",NULL
1945,21,"Bel Air","","Chevrolet","Bel Air",NULL
1948,134,"310290","","√¿«","310290",NULL
1949,143,"220606 ","","”¿«","220606 ",NULL
1951,49,"Sonata","","Honda","Sonata",NULL
1955,132,"21060","","¬¿«","21060",NULL
1958,143,"23602","","”¿«","23602",NULL
1959,11,"730","","BMW","730",NULL
1966,132,"21063 ","","¬¿«","21063 ",NULL
1968,121,"Land Cruiser 76","","Toyota","Land Cruiser 76",NULL
1969,143,"315148 ","","”¿«","315148 ",NULL
1970,134,"233001 ","","√¿«","233001 ",NULL
1976,79,"AMG SLS ","","Mercedes-Benz","AMG SLS ",NULL
1980,11,"735 LI","","BMW","735 LI",NULL
1984,143,"390902","","”¿«","390902",NULL
1987,11,"750","","BMW","750",NULL
1988,132,"21140","","¬¿«","21140",NULL
1989,11,"740i","","BMW","740i",NULL
1992,11,"530","","BMW","530",NULL
1993,11,"745 Li","","BMW","745 Li",NULL
1998,91,"4008","","Peugeot","4008",NULL
2006,11,"550i","","BMW","550i",NULL
2020,NULL,"Yamaha","","","Yamaha",NULL
2034,94,"Panamera","","Porsche","Panamera",NULL
2039,94,"911 Coupe","","Porsche","911 Coupe",NULL
2047,132,"21011 ","","¬¿«","21011 ",NULL
2048,16,"Special","","Buick","Special",NULL
2049,124,"Touran","","Volkswagen","Touran",NULL
2051,132,"11193 (¬¿«)","","¬¿«","11193 (¬¿«)",NULL
2067,121,"Land Cruiser 200","","Toyota","Land Cruiser 200",NULL
2070,58,"Daimler Sovereign","","Jaguar","Daimler Sovereign",NULL
2072,64,"Freelander 2","","Land Rover","Freelander 2",NULL
2073,11,"X1","","BMW","X1",NULL
2094,3,"2DX","","","2DX",NULL
2115,38,"Madena","","Ferrari","Madena",NULL
2116,53,"FX 37","","Infiniti","FX 37",NULL
2117,132,"21043","","¬¿«","21043",NULL
2118,64,"Discovery 4","","Land Rover","Discovery 4",NULL
2119,113,"SX4 Hatchback","","Suzuki","SX4 Hatchback",NULL
2121,96,"Duster","","Renault","Duster",NULL
2122,96,"Megane II CFE16 115 –3","","Renault","Megane II CFE16 115 –3",NULL
2123,96,"Megane IIEX2CEA 110 3C","","Renault","Megane IIEX2CEA 110 3C",NULL
2124,96,"Kangoo 4LT","","Renault","Kangoo 4LT",NULL
2126,132,"21150","","¬¿«","21150",NULL
2128,132,"21053","","¬¿«","21053",NULL
2129,143,"39099","","”¿«","39099",NULL
2130,79,"Actros","","Mercedes-Benz","Actros",NULL
2132,132,"21214","","¬¿«","21214",NULL
2134,143,"390945","","”¿«","390945",NULL
2139,61,"Soul","","Kia","Soul",NULL
2141,11,"325i Xdrive","","BMW","325i Xdrive",NULL
2142,85,"Primera 2.0","","Nissan","Primera 2.0",NULL
2144,134,"21–","","√¿«","21–",NULL
2146,11,"745","","BMW","745",NULL
2154,134,"33021","","√¿«","33021",NULL
2156,121,"Toyoace","","Toyota","Toyoace",NULL
2158,113,"Grand Vitara XL","","Suzuki","Grand Vitara XL",NULL
2159,53,"M37","","Infiniti","M37",NULL
2160,17,"GMT926","","Cadillac","GMT926",NULL
2167,11,"650i","","BMW","650i",NULL
2168,52,"Solaris","","Hyundai","Solaris",NULL
2170,64,"Discovery 3","","Land Rover","Discovery 3",NULL
2172,10,"Q3","","Audi","Q3",NULL
2174,64,"Range Rover Vogue","","Land Rover","Range Rover Vogue",NULL
2175,38,"458 Spider","","Ferrari","458 Spider",NULL
2178,143,"390944","","”¿«","390944",NULL
2181,11,"116i","","BMW","116i",NULL
2184,125,"CX90","","Volvo","CX90",NULL
2185,132,"210540","","¬¿«","210540",NULL
2186,11,"545","","BMW","545",NULL
2187,11,"118i","","BMW","118i",NULL
2193,NULL,"“‡„¿«","","","“‡„¿«",NULL
2194,2193,"Tiger","","“‡„¿«","Tiger",NULL
2195,21,"Family","","Chevrolet","Family",NULL
2196,11,"525TD","","BMW","525TD",NULL
2197,11,"850","","BMW","850",NULL
2201,11,"520","","BMW","520",NULL
2204,79,"W140","","Mercedes-Benz","W140",NULL
2205,52,"ix55","","Hyundai","ix55",NULL
2206,39,"Uno 55","","Fiat","Uno 55",NULL
2210,NULL,"Willys","","","Willys",NULL
2211,2210,"M170","","Willys","M170",NULL
2213,17,"Escalade AWD","","Cadillac","Escalade AWD",NULL
2215,11,"645","","BMW","645",NULL
2216,94,"Cayman S","","Porsche","Cayman S",NULL
2221,96,"Sandero","","Renault","Sandero",NULL
2222,79,"100D","","Mercedes-Benz ","100D",NULL
2227,85,"Juke","","Nissan","Juke",NULL
2228,121,"Gala","","Toyota","Gala",NULL
2229,142,"2134","","ÃÓÒÍ‚Ë˜","2134",NULL
2230,132,"111740","","¬¿«","111740",NULL
2231,121,"Land Cruiser 80","","Toyota","Land Cruiser 80",NULL
2232,121,"Land Cruiser Cygnus","","Toyota","Land Cruiser Cygnus",NULL
2233,56,"Forward","","Isuzu","Forward",NULL
2234,85,"Fuga","","Nissan","Fuga",NULL
2235,40,"Explorer Sport Trac","","Ford","Explorer Sport Trac",NULL
2236,11,"316","","BMW","316",NULL
2237,40,"Explorer Limited","","Ford","Explorer Limited",NULL
2238,9,"Rapide","","Aston Martin","Rapide",NULL
2239,121,"Integra","","Toyota","Integra",NULL
2240,NULL,"Lada","","","Lada",NULL
2241,2240,"Samara","","Lada","Samara",NULL
2242,11,"328","","BMW","328",NULL
2246,NULL,"Tesla","","","Tesla",NULL
2247,2246,"S","","Tesla","S",NULL
2250,52,"i20","","Hyundai","i20",NULL
2251,87,"Mokka","","Opel","Mokka",NULL
2252,11,"X3 xdrive20d","","BMW","X3 xdrive20d",NULL
2253,53,"JX","","Infiniti","JX",NULL
2255,61,"Venga","","Kia","Venga",NULL
2258,121,"Land Cruiser 70","","Toyota","Land Cruiser 70",NULL
2259,64,"Defender 110","","Land Rover","Defender 110",NULL
2260,23,"DS4","","Citroen","DS4",NULL
2262,39,"Lianca","","Fiat","Lianca",NULL
2264,142,"21412","","ÃÓÒÍ‚Ë˜","21412",NULL
2265,20,"A21","","Chery","A21",NULL
2266,53,"M37X","","Infiniti","M37X",NULL
2267,NULL,"LVD","","","LVD",NULL
2269,1911,"YETI Pro V-800","","LYNX","YETI Pro V-800",NULL
2270,NULL,"Ski-Doo","","","Ski-Doo",NULL
2271,NULL,"Bombardier","","","Bombardier",NULL
2272,2271,"XPDI","","Bombardier","XPDI",NULL
2273,NULL,"Robinson","","","Robinson",NULL
2274,77,"CX-5","","Mazda","CX-5",""
2275,11,"335 I","","BMW","335 I",""
2276,2240,"Priora","","Lada","Priora",""
2277,10,"A7","","Audi","A7",""
2278,11,"320","","BMW","320",""
2279,82,"ASX","","Mitsubishi","ASX",""
2280,108,"Yeti","","Skoda","Yeti",""
2281,11,"420","","BMW","420",""
2282,132,"21213","","¬¿«","21213",""
2283,143,"22069","","”¿«","22069",""
2284,52,"i40","","Hyundai","i40",""
2286,10,"A1","","Audi","A1",""
2287,112,"XV","","Subaru","XV",""
2288,134,"Ã-21","","√¿«","Ã-21",""
2289,91,"408","","Peugeot","408",""
2290,67,"X60","","Lifan","X60",""
2291,121,"Venza","","Toyota","Venza",""
2292,91,"403","","Peugeot","403",""
2293,79,"ML-ÍÎ‡ÒÒ","","Mercedes-Benz","ML-ÍÎ‡ÒÒ",""
2294,121,"Land Cruiser 150","","Toyota","Land Cruiser 150",""
2295,11,"525","","BMW","525",""
2296,11,"535","","BMW","535",""
2297,132,"Granta","","¬¿«","Granta",""
2298,42,"Emgrand","","Geely","Emgrand",""
2299,121,"Dyna","","Toyota","Dyna",""
2300,64,"Range Rover Evoque","","Land Rover","Range Rover Evoque",""
2301,138,"Chance","","«¿«","Chance",""
2302,39,"Freemont","","Fiat","Freemont",""
2303,96,"Kaptur","","Renault","Kaptur",""
2304,52,"Creta","","Hyundai","Creta",""
2305,91,"208","","Peugeot","208",""
2306,108,"Kodiaq","","Skoda","Kodiaq",""
2307,21,"Orlando","","Chevrolet","Orlando",""
2308,124,"Amarok","","Volkswagen","Amarok",""
2309,40,"EcoSport","","Ford","EcoSport",""
2310,49,"Crosstour","","Honda","Crosstour",""
2311,59,"Renegade","","Jeep","Renegade",""
2312,85,"Lafesta","","Nissan","Lafesta",""
